# Access size: 64 bytes
0 4.85037
0.5 4.64942
0.75 4.47767
1 4.43878


# Access size: 256 bytes
0 4.51979
0.5 4.37585
0.75 4.3079
1 4.22795


# Access size: 512 bytes
0 4.41168
0.5 4.31871
0.75 4.24334
1 4.17125


# Access size: 1024 bytes
0 4.28906
0.5 4.27598
0.75 4.19247
1 4.23074


# Access size: 2048 bytes
0 4.30288
0.5 4.22956
0.75 4.09871
1 4.18136


